Citing,Cited,total_citation,author_overlap,author_overlap_ratio,cite_per_bib,cite_per_ref,in_table,citation_length,occurence_in_sections,occurs_in_group,reference_overlap,distance_between_citance,tfidf_Title,tfidf_Abstract,tfidf_Citance_Title (max),tfidf_Citance_Title (avg),tfidf_Citance_Abstract (max),tfidf_Citance_Abstract (avg),pos_max,pos_avg,neg_max,neg_avg,neu_max,neu_avg,com_max,com_avg,wmd_title,wmd_abstract,wmd_body,wmd_citance_max,wmd_citance_avg,kw_title,kw_abstract,kw_body,bib_Author_overlap,bib_Title_overlap,bib_Venue_overlap,Label
W11-2705,P05-1045,1,1,1.14285714285714,0.076923076923077,0.032258064516129,0,73,7,0,0,0,0,0.057136914511771,0,0,0.010887928430525,0.010887928430525,0.025,0.025,0,0,0.975,0.975,0.2023,0.2023,0.373689079844514,0.101952159927984,0.105490266782974,0.314989320114055,0.314989320114055,0,5,5,0,0,0.076923076923077,1
W12-0102,P05-1045,1,0,0,0.035714285714286,0.019230769230769,0,81,14,0,0,0,0.08870307715276,0.052988161159215,0,0,0.014601334476386,0.014601334476386,0.029,0.029,0,0,0.971,0.971,0.3182,0.3182,0.421753064009071,0.139279804867954,0.116116619834208,0.228551069679612,0.228551069679612,1,2,2,0,0,0.090909090909091,1
W12-0103,P05-1045,1,0,0,0.032258064516129,0.016393442622951,0,123,12,1,0,0,0,0.033011985052077,0,0,0.015669831286654,0.015669831286654,0,0,0.03,0.03,0.97,0.97,-0.5499,-0.5499,0.472944208429661,0.172855333042254,0.08811408977827,0.213475187364415,0.213475187364415,0,2,4,0.029126213592233,0,0.095238095238095,1
W12-0604,P05-1045,1,0,0,0.058823529411765,0.03030303030303,0,336,7,0,0,0,0,0.065983901128233,0.018291231698286,0.018291231698286,0.037403269470902,0.037403269470902,0.034,0.034,0.043,0.043,0.923,0.923,-0.0711,-0.0711,0.469959914129211,0.114889379737171,0.079155671499815,0.164359135448797,0.164359135448797,0,2,5,0.021276595744681,0,0.111111111111111,1
W12-2007,P05-1045,1,0,0,0.033333333333333,0.020833333333333,0,162,19,0,0,0,0.076309746028766,0.049760384813033,0,0,0.011957942441921,0.011957942441921,0.044,0.044,0.044,0.044,0.913,0.913,-0.2612,-0.2612,0.534535113783137,0.199845200205344,0.07690016780478,0.203562555668802,0.203562555668802,1,3,3,0,0,0.090909090909091,1
W12-2408,P05-1045,2,0,0,0.133333333333333,0.05,0,65.5,12,1,0,191,0,0.033894877710634,0.040851318085826,0.063728638170249,0.046264340528349,0.065382253252828,0.095,0.0845,0,0,0.926,0.9155,0.7717,0.6788,0.466765460169058,0.151618401798901,0.073633570308067,0.322496893672602,0.263040615232622,0,2,5,0,0,0.090909090909091,1
W12-2903,P05-1045,1,0,0,0.03030303030303,0.022727272727273,0,303,10,1,0,0,0,0.042402862273185,0,0,0.023144159338848,0.023144159338848,0.035,0.035,0,0,0.965,0.965,0.8221,0.8221,0.660844952202024,0.183581016312716,0.101990662368111,0.172976712237808,0.172976712237808,0,3,3,0,0,0.047619047619048,1
W12-3109,P05-1045,1,0,0,0.111111111111111,0.043478260869565,0,77,14,0,0,0,0,0.030084013218785,0,0,0.007060630678534,0.007060630678534,0,0,0.036,0.036,0.964,0.964,-0.4019,-0.4019,0.728290877650721,0.180967298544272,0.099662376254773,0.192083614143919,0.192083614143919,0,2,5,0,0,0.111111111111111,1
W13-0905,P05-1045,1,0,0,0.045454545454546,0.04,0,313,8,1,0,0,0.044164434535274,0.044171584374452,0,0,0.002514926281508,0.002514926281508,0.085,0.085,0.046,0.046,0.869,0.869,0.8756,0.8756,0.509161738826682,0.168051724939313,0.087016012830598,0.188053101824746,0.188053101824746,1,3,1,0,0,0.111111111111111,1
W13-1101,P05-1045,1,0,0,0.04,0.019607843137255,0,78,14,0,0,0,0,0.01605574063021,0.022197605751725,0.022197605751725,0.074099536876933,0.074099536876933,0.125,0.125,0,0,0.875,0.875,0.8402,0.8402,0.610223591099295,0.185790070724082,0.124122058661092,0.15441132696521,0.15441132696521,0,1,5,0,0,0.086956521739131,0
W13-2114,P05-1045,1,0,0,0.043478260869565,0.021739130434783,0,124,7,0,0,0,0,0.059245528054437,0.015205371710053,0.015205371710053,0.017393999189947,0.017393999189947,0.109,0.109,0,0,0.891,0.891,0.8647,0.8647,0.485512844714655,0.127132180949469,0.092880729602885,0.192592300272675,0.192592300272675,0,5,2,0,0,0.105263157894737,1
W13-2234,P05-1045,1,0,0,0.026315789473684,0.016393442622951,0,119,9,0,0,0,0,0.039258440776876,0.04101992497549,0.04101992497549,0.038978473827019,0.038978473827019,0.057,0.057,0,0,0.943,0.943,0.705,0.705,0.426368019313551,0.132584969318511,0.089801021206485,0.164587417462552,0.164587417462552,0,1,5,0.011627906976744,0,0.068965517241379,1
W13-2414,P05-1045,1,0,0,0.045454545454546,0.035714285714286,0,75,12,1,0,0,0,0.010136239547855,0,0,0,0,0.018,0.018,0.026,0.026,0.956,0.956,-0.1531,-0.1531,0.529257356964242,0.170858243895787,0.134319514745443,0.210405292066985,0.210405292066985,0,1,4,0,0,0.0625,0
W13-3516,P05-1045,0,1,0.222222222222222,0,0,0,154,18,0,0,0,0,0.074287709360656,0,0,0.004112436433879,0.004112436433879,0,0,0.051,0.051,0.949,0.949,-0.7783,-0.7783,0.551311379082594,0.133834433429979,0.087472952317332,0.197858040732459,0.197858040732459,0,5,7,0,0,0.054054054054054,1
W13-3616,P05-1045,1,0,0,0.052631578947369,0.025,0,75,17,0,0,0,0,0.032227510406797,0.021351770355064,0.021351770355064,0.024481094261414,0.024481094261414,0,0,0,0,1,1,0,0,0.549680427298356,0.277495365193504,0.095900436934011,0.264842169395802,0.264842169395802,0,1,4,0,0,0.0625,1
W13-4008,P05-1045,1,0,0,0.05,0.020408163265306,0,125,13,0,0,0,0,0.046137729230321,0,0,0.011896289684401,0.011896289684401,0,0,0.029,0.029,0.971,0.971,-0.5574,-0.5574,0.404021413342121,0.159161794515458,0.099424742880167,0.253760417603766,0.253760417603766,0,2,3,0.015873015873016,0,0.058823529411765,1
